,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
185,38,2,4,4,3,6,3,9,14,0,14,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6604046242774566,0.4601574028529267
186,38,29,3,4,3,6,4,3,18,1,9,1,7,7,0,0,0,0,0,0,1,0,1,0,1,0,0.4046242774566474,0.38834235120511557
187,27,1,1,3,2,6,1,5,19,1,6,3,2,2,0,0,0,0,0,0,1,0,1,0,1,0,-0.4797687861271676,-0.09444171175602557
188,49,18,4,4,3,6,4,1,15,2,7,3,7,7,0,0,1,0,0,0,0,1,0,0,0,1,0.2861271676300578,0.5218888342351206
189,34,10,4,4,3,4,3,1,17,1,5,4,5,3,0,0,0,0,1,0,0,1,0,0,0,1,0.1069364161849711,-0.2132316773241515
190,40,19,2,3,3,9,4,8,15,1,15,4,7,2,0,0,0,0,1,0,0,0,1,0,0,1,0.14595375722543352,-0.47737333989178554
191,38,29,1,2,3,7,1,7,19,0,17,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.5433526011560693,0.4896704377766847
192,29,27,3,2,3,2,4,1,22,3,10,2,10,4,1,0,0,1,0,0,0,0,1,0,1,0,-0.9869942196531792,0.7272503689129366
193,22,5,3,4,4,4,2,1,16,1,4,2,4,2,0,0,1,0,0,0,0,1,0,0,0,1,0.4797687861271676,-0.5789473684210527
194,36,18,1,2,3,9,4,1,13,0,8,3,8,1,0,0,0,0,1,0,0,0,0,1,1,0,-0.24421965317919075,-0.6219872110181998
195,40,9,5,4,2,7,4,9,14,1,5,1,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.5014450867052023,0.04771273979340875
196,46,1,4,4,3,7,1,7,16,1,17,3,4,2,0,0,0,0,1,0,0,1,0,0,1,0,-0.23121387283236994,1.159370388588293
197,32,4,4,4,1,2,4,1,11,0,14,2,14,8,1,0,0,0,1,0,0,0,1,0,1,0,0.34826589595375723,1.4062961141170685
198,30,1,1,3,2,6,3,1,22,0,12,3,11,8,0,0,1,0,0,0,0,0,0,1,1,0,0.036127167630057806,0.9326119035907526
199,27,20,3,4,3,2,3,1,14,0,7,3,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0.6329479768786127,1.3032464338416134
200,51,8,4,2,2,3,2,5,16,2,16,1,10,9,0,0,1,0,0,0,0,0,1,0,1,0,0.9609826589595376,1.9203148057058534
201,30,3,3,4,3,4,1,5,11,0,8,3,5,2,1,0,0,0,0,0,1,0,0,1,0,1,0.2904624277456647,-0.49803246433841614
202,41,6,3,4,3,1,4,3,18,0,16,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.1329479768786127,2.191096901131333
203,30,26,4,3,2,2,1,5,15,0,9,2,6,3,1,0,0,1,0,0,0,0,0,1,1,0,-0.6791907514450867,0.4953271028037383
204,29,1,3,3,3,4,3,0,14,0,7,2,6,2,1,0,0,0,0,0,1,0,0,1,1,0,0.27167630057803466,-0.6453516969995081
205,45,6,3,4,2,2,4,6,12,0,23,3,19,7,0,0,0,0,1,0,0,0,0,1,1,0,0.3583815028901734,1.028775209050664
206,54,3,3,4,3,2,1,2,14,1,16,3,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0.4956647398843931,0.30939498278406297
207,36,5,2,4,3,9,2,8,16,0,16,4,13,11,0,0,1,0,0,0,0,0,0,1,1,0,0.8554913294797688,0.30300049188391537
208,33,4,4,3,2,4,2,6,21,0,7,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.9494219653179191,-0.5066404328578455
209,37,11,3,2,3,3,4,1,14,3,10,3,10,8,0,0,0,0,0,1,0,1,0,0,0,1,-0.203757225433526,1.8453025086079686
210,38,3,3,1,3,2,3,0,12,2,17,2,16,10,0,0,1,0,0,0,0,1,0,0,1,0,-0.9898843930635838,1.457697983275947
211,31,1,4,3,1,6,3,0,12,1,6,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.25289017341040465,-0.08288243974422037
212,59,3,3,3,2,4,4,3,17,1,7,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.9566473988439307,-0.6160846040334481
213,37,4,4,1,3,8,4,4,17,1,13,3,9,8,0,0,0,1,0,0,0,1,0,0,1,0,-0.7008670520231214,-0.4645843580914904
214,29,1,1,2,3,2,4,1,14,1,11,3,11,10,0,0,0,0,1,0,0,0,1,0,1,0,0.880057803468208,0.7958681751106739
215,35,1,3,3,3,2,3,1,14,0,10,4,10,7,0,0,0,1,0,0,0,0,0,1,1,0,0.2023121387283237,1.0100836202656174
216,29,18,1,3,2,4,4,1,13,0,4,2,4,3,1,0,0,0,1,0,0,0,0,1,0,1,0.1329479768786127,-0.5639449090014756
217,52,2,3,3,2,9,4,7,15,0,6,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.75,-0.36153467781603543
218,59,6,2,2,3,5,3,8,17,0,7,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0.02023121387283237,-0.5939498278406297
219,33,14,3,3,3,9,4,5,13,1,8,1,5,4,1,0,0,0,1,0,0,0,1,0,0,1,0.01300578034682081,-0.5523856369896705
220,43,16,3,4,3,1,4,5,22,1,22,3,17,13,0,0,0,1,0,0,0,0,1,0,0,1,0.33236994219653176,2.799311362518446
221,33,2,2,1,3,9,1,7,20,0,13,4,9,7,1,0,1,0,0,0,0,0,1,0,1,0,-0.48988439306358383,-0.48573536645351695
222,32,4,2,3,3,8,2,2,11,1,6,3,4,3,0,0,1,0,0,0,0,0,1,0,1,0,0.8627167630057804,-0.18470241023118544
223,32,1,3,4,2,9,3,0,14,0,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,1,-0.41763005780346824,-0.2341367437284801
224,39,1,4,3,3,9,3,7,14,3,7,3,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0.9060693641618497,-0.602557796360059
225,32,26,4,3,3,2,4,0,18,0,4,3,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0.24855491329479767,-0.053369404820462374
226,41,19,2,3,3,4,1,2,16,2,17,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.8771676300578035,-0.39596655189375307
227,40,24,2,1,3,4,4,1,17,2,9,3,9,8,0,0,0,0,0,0,1,1,0,0,1,0,0.7167630057803468,-0.3352188883423512
228,31,3,4,2,3,3,3,9,12,1,9,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0.7557803468208093,2.2117560255779636
229,33,5,4,3,2,4,4,1,13,1,2,2,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.04046242774566474,-0.4355632070831284
230,34,2,4,4,2,6,1,6,13,1,13,3,11,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.48265895953757226,0.3135759960649287
231,37,1,2,3,2,4,1,2,14,1,17,2,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0.3078034682080925,-0.18740777176586326
232,45,7,4,1,4,6,3,4,17,1,9,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.5708092485549133,0.4308903098868667
233,37,10,3,1,3,6,3,6,11,2,17,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.43352601156069365,1.3197245450073782
234,39,2,4,3,3,7,3,0,25,0,20,3,19,6,0,0,0,0,0,0,1,0,0,1,1,0,-0.4320809248554913,1.5386128873585834
235,29,15,3,3,3,4,4,1,19,0,6,3,6,5,0,0,1,0,0,0,0,0,0,1,1,0,-0.20086705202312138,-0.5759960649286768
236,42,17,2,4,4,4,1,3,13,0,10,3,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0.16184971098265896,0.45818986719134286
237,29,20,2,4,3,2,4,2,14,1,10,3,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0.6401734104046243,0.5531234628627644
238,25,1,3,1,3,6,3,0,12,2,5,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.17196531791907516,0.05312346286276439
239,42,2,3,4,2,9,1,0,11,1,10,3,9,6,0,0,0,0,1,0,0,1,0,0,0,1,-0.773121387283237,-0.5137727496310871
240,51,1,3,3,3,4,4,1,11,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.04190751445086705,-0.4818002951303492
241,31,29,2,3,2,9,2,0,11,0,6,4,5,4,1,0,0,0,1,0,0,0,0,1,1,0,-0.7182080924855492,-0.29586817511067387
242,32,7,3,2,4,9,2,1,20,0,5,1,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0.7326589595375722,-0.4643384161337924
243,38,2,2,4,2,2,4,3,18,1,13,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0.7557803468208093,0.13944909001475653
244,32,2,1,4,2,9,1,4,13,0,9,3,6,2,0,0,0,0,0,0,1,0,0,1,1,0,-0.976878612716763,-0.6163305459911461
245,46,2,3,3,1,1,2,3,12,1,28,2,7,7,0,0,0,0,0,0,1,0,1,0,0,1,-0.45664739884393063,2.998032464338416
246,28,2,4,1,3,9,3,2,11,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.39739884393063585,-0.29439252336448596
247,29,2,3,1,2,2,2,2,19,2,10,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.5867052023121387,0.4825381210034432
248,31,23,3,2,2,7,4,0,21,1,10,3,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0.9523121387283237,0.22134776192818495
249,25,5,2,2,4,7,1,1,12,2,6,3,6,3,0,0,1,0,0,0,0,1,0,0,1,0,-0.18641618497109827,-0.1677324151500246
250,45,20,2,3,3,7,4,0,14,0,21,3,20,7,0,0,0,0,1,0,0,0,1,0,0,1,0.8395953757225434,2.1677324151500246
251,36,6,3,4,3,9,4,0,11,1,16,3,15,13,0,0,1,0,0,0,0,0,1,0,1,0,0.865606936416185,-0.3620265617314314
252,47,29,4,1,3,1,2,1,12,1,10,2,10,7,1,0,1,0,0,0,0,0,1,0,0,1,-0.1994219653179191,1.7626660108214462
253,28,9,3,4,3,4,4,1,23,1,5,2,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0.5115606936416185,-0.6424003935071323
254,37,6,4,3,3,2,4,4,14,1,7,4,5,4,0,0,0,0,1,0,0,0,1,0,1,0,-0.8323699421965318,0.4476143630103296
255,21,3,2,4,2,4,3,1,17,0,3,4,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0.2774566473988439,-0.3571077225774717
256,37,1,4,1,3,3,4,2,18,2,15,3,5,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.10982658959537572,2.1940482046237086
257,35,22,3,2,4,1,2,7,18,1,10,2,7,7,0,0,1,0,0,0,0,1,0,0,1,0,0.7384393063583815,1.7988194786030496
258,38,7,2,1,4,2,1,1,24,1,8,3,8,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.6965317919075145,0.22700442695523856
259,26,1,3,3,3,6,2,1,20,1,6,1,6,5,0,0,1,0,0,0,0,1,0,0,1,0,0.9754335260115607,0.4217904574520413
260,42,1,1,2,3,2,3,1,25,0,20,3,20,16,0,0,1,0,0,0,0,0,1,0,1,0,-0.24421965317919075,0.05533694048204624
261,29,2,2,2,3,2,4,1,18,0,10,2,10,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.523121387283237,-0.03148057058534186
262,55,20,2,2,3,9,4,3,19,1,12,3,10,7,0,0,0,0,0,0,1,0,1,0,0,1,-0.9494219653179191,0.18027545499262174
263,26,11,2,1,3,7,1,1,13,1,5,3,5,3,0,0,0,0,1,0,0,0,1,0,0,1,-0.44508670520231214,0.014510575504181012
264,37,1,3,4,3,4,4,1,12,0,17,3,17,12,0,0,1,0,0,0,0,0,0,1,1,0,0.8208092485549133,-0.6313330054107231
265,44,24,3,4,3,9,3,3,22,1,19,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.1676300578034682,-0.37407771765863257
266,38,23,4,4,3,7,4,9,14,1,10,3,2,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.1676300578034682,0.26143630103295623
267,26,16,4,1,3,9,2,2,13,1,5,3,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0.9320809248554913,-0.5678799803246434
268,28,8,2,4,3,4,4,1,21,0,5,3,5,3,0,0,1,0,0,0,0,0,0,1,1,0,0.4523121387283237,-0.33743236596163306
269,36,3,3,3,3,4,2,4,12,0,10,3,8,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.430635838150289,-0.04845056566650271
270,31,5,3,4,3,8,2,1,11,1,2,2,2,2,0,0,0,1,0,0,0,1,0,0,1,0,-0.5202312138728323,-0.46556812592228236
271,26,4,4,4,2,2,4,1,12,0,8,3,8,7,1,0,0,1,0,0,0,0,0,1,0,1,0.21098265895953758,0.2818494835218888
272,37,9,3,2,3,4,4,1,12,3,4,2,4,2,0,0,0,0,1,0,0,0,1,0,0,1,0.12283236994219653,-0.5794392523364486
273,42,26,3,3,3,2,2,5,14,1,23,4,20,4,0,0,0,1,0,0,0,0,1,0,1,0,-0.3598265895953757,2.174864731923266
274,18,3,3,3,3,9,3,1,13,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.8294797687861272,-0.8022626660108214
275,35,16,3,3,3,2,2,0,15,2,12,2,11,9,0,0,0,1,0,0,0,0,1,0,1,0,0.6184971098265896,0.8209542547958681
276,36,18,4,3,4,9,4,4,18,2,4,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.3439306358381503,-0.2444663059517954
277,51,2,3,4,1,6,2,5,18,1,13,3,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7196531791907514,0.19675356615838663
278,41,2,4,4,3,1,2,1,19,0,22,3,22,10,0,0,1,0,0,0,0,0,0,1,1,0,-0.6791907514450867,2.7872602065912444
279,18,10,3,4,2,8,3,1,12,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.011560693641618497,-0.8563698967043778
280,28,16,2,2,4,7,1,0,19,0,9,3,8,3,0,0,0,0,1,0,0,0,0,1,1,0,0.9710982658959537,0.24077717658632564
281,31,7,3,2,4,2,4,4,11,1,10,2,8,7,0,0,0,0,0,0,1,0,1,0,1,0,-0.846820809248555,0.5526315789473685
282,39,1,3,3,4,7,4,0,17,3,19,2,18,10,0,0,0,0,1,0,0,1,0,0,1,0,0.47398843930635837,1.2127397934087556
283,36,24,4,2,3,9,2,7,15,1,11,3,9,8,0,0,1,0,0,0,0,0,1,0,1,0,0.434971098265896,0.2439744220363994
284,32,7,3,4,2,2,3,1,14,1,13,2,13,8,0,0,1,0,0,0,0,0,1,0,1,0,0.14739884393063585,0.19724545007378258
285,38,25,2,1,2,3,2,3,17,1,19,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,0.06502890173410404,1.8148057058534186
286,58,1,4,4,1,7,3,2,13,1,12,3,5,3,0,0,1,0,0,0,0,1,0,0,0,1,-0.5982658959537572,0.24053123462862763
287,31,5,4,3,3,4,4,0,12,1,6,3,5,2,0,0,0,0,0,0,1,0,1,0,0,1,-0.16329479768786126,0.03418593212001968
288,31,2,3,1,2,5,1,3,12,0,9,3,2,2,0,1,0,0,0,0,0,0,1,0,1,0,-1.0086705202312138,0.4249877029021151
289,45,7,3,1,3,9,1,1,18,1,24,3,24,9,0,0,1,0,0,0,0,1,0,0,1,0,0.6430635838150289,0.12985735366453516
290,31,2,4,3,3,4,4,0,18,1,3,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,-0.884393063583815,-0.48868666994589277
291,33,5,4,4,3,1,2,6,11,2,12,3,10,6,0,0,1,0,0,0,0,0,1,0,1,0,-0.3627167630057804,1.7697983275946876
292,43,10,4,3,3,9,4,0,19,0,9,3,8,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.8945086705202312,-0.5477127397934087
293,49,1,2,3,2,7,3,7,12,0,25,3,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0.4147398843930636,2.2828332513526806
294,52,8,4,3,2,4,2,2,15,0,11,2,8,2,1,0,0,0,1,0,0,0,1,0,1,0,-0.11705202312138728,0.06369896704377767
295,27,5,3,3,3,4,2,1,12,0,4,2,4,3,0,0,1,0,0,0,0,0,0,1,0,1,0.6011560693641619,-0.5420560747663551
296,32,8,2,3,2,2,2,1,11,0,13,3,13,12,0,0,0,0,0,0,1,0,1,0,0,1,-0.31213872832369943,0.13428430890309886
297,27,2,3,4,3,2,3,1,11,0,5,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.8280346820809249,-0.05017215937038859
298,31,7,3,4,3,2,4,4,12,3,13,3,7,7,0,0,0,1,0,0,0,1,0,0,1,0,-0.16329479768786126,0.7046237088047221
299,32,2,4,1,4,4,4,7,16,0,10,2,7,7,0,0,0,0,1,0,0,0,0,1,1,0,0.3092485549132948,0.09173635022134777
300,28,2,4,1,1,4,4,5,13,0,5,2,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0.5101156069364162,-0.29955730447614365
301,30,28,2,4,3,4,4,1,13,2,11,3,10,8,0,0,0,0,1,0,0,0,1,0,1,0,0.680635838150289,0.26881455976389573
302,31,7,2,3,2,6,3,1,24,1,10,3,10,9,0,0,1,0,0,0,0,0,1,0,1,0,-0.008670520231213872,1.0479586817511068
303,39,3,2,4,3,2,3,4,18,0,12,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.5173410404624278,0.1367437284800787
304,33,10,3,2,2,2,4,3,14,0,9,2,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.4277456647398844,0.0
305,43,10,4,3,2,9,3,1,11,1,9,4,9,7,0,0,1,0,0,0,0,1,0,0,1,0,-0.3540462427745665,0.1414166256763404
306,27,1,1,3,3,2,2,0,13,1,6,3,5,4,0,0,0,1,0,0,0,0,1,0,0,1,-0.8583815028901735,0.4099852434825381
307,54,20,4,4,3,4,3,3,12,0,20,2,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0.1791907514450867,0.04599114608952287
308,43,7,3,3,3,7,1,8,16,1,10,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.2846820809248555,1.3042302016724052
309,45,8,4,4,3,4,4,9,14,2,12,3,10,9,0,0,0,0,0,1,0,0,1,0,1,0,-0.3684971098265896,-0.24225282833251352
310,40,1,2,2,1,2,4,2,22,3,6,2,4,3,0,0,0,0,1,0,0,0,1,0,0,1,0.4624277456647399,0.6824889326119036
311,29,8,4,2,1,9,1,1,11,0,7,2,7,7,1,0,0,0,0,1,0,0,1,0,0,1,-0.7023121387283237,-0.6303492375799311
312,29,9,5,2,2,9,4,0,17,0,4,3,3,2,0,0,0,0,0,1,0,0,0,1,1,0,-0.0953757225433526,-0.1719134284308903
313,30,5,3,4,2,2,3,1,13,3,10,3,10,9,0,0,0,1,0,0,0,1,0,0,1,0,-0.33815028901734107,0.35317265125430397
314,27,8,4,2,3,2,2,1,18,1,8,3,8,7,0,0,0,1,0,0,0,0,1,0,1,0,0.47109826589595377,0.3767830791933104
315,37,5,2,4,3,6,4,7,16,2,8,2,6,2,0,0,0,0,1,0,0,1,0,0,1,0,0.5606936416184971,0.40949335956714217
316,38,15,2,3,2,3,4,0,14,1,12,3,11,10,0,0,1,0,0,0,0,1,0,0,0,1,-0.6661849710982659,1.6792916871618297
317,31,7,4,3,3,6,4,1,14,0,11,2,11,9,0,0,0,0,1,0,0,0,0,1,0,1,0.6184971098265896,0.6052631578947368
318,29,10,1,4,2,2,2,1,14,2,7,3,7,7,0,0,0,1,0,0,0,1,0,0,0,1,-0.953757225433526,0.8819478603049681
319,35,5,4,3,3,6,2,0,13,0,17,3,16,6,0,0,0,0,0,0,1,0,0,1,1,0,0.7109826589595376,0.8393999016232169
320,23,26,1,3,3,4,4,1,12,2,4,2,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0.7297687861271677,-0.43728480078701426
321,41,6,3,4,2,6,2,6,15,0,8,3,5,4,0,0,0,0,1,0,0,0,0,1,0,1,-0.4638728323699422,0.3320216428922774
322,47,4,1,2,3,8,3,3,19,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.7297687861271677,-0.4195769798327595
323,42,23,5,1,3,3,4,2,14,0,16,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.008670520231213872,2.781603541564191
324,29,2,3,4,3,2,3,1,14,1,4,2,4,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.0838150289017341,-0.008116084604033447
325,42,2,1,3,3,5,3,0,11,1,4,3,3,2,0,0,0,0,0,0,1,1,0,0,0,1,-0.37572254335260113,-0.48844072798819477
326,32,2,3,3,3,9,2,1,13,1,8,3,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0.37283236994219654,-0.5686178061977374
327,48,29,1,1,3,1,3,3,21,1,15,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.3959537572254335,1.9237579931136253
328,37,6,3,3,4,4,1,4,13,2,13,3,7,7,0,0,0,0,1,0,0,1,0,0,0,1,0.7442196531791907,0.3177570093457944
329,30,25,2,4,3,2,3,7,12,1,4,4,2,2,0,0,0,0,0,0,1,0,1,0,0,1,-0.23554913294797689,0.013280865715691098
330,26,1,3,3,3,2,3,1,17,1,8,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,0.18641618497109827,0.15100836202656173
331,42,2,4,1,2,7,4,3,23,0,14,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.7630057803468208,0.5162321692080669
332,21,1,1,1,2,8,2,1,11,0,3,3,3,2,1,0,0,0,0,0,1,0,0,1,0,1,-0.06936416184971098,-0.616822429906542
333,36,1,5,4,3,2,4,4,15,0,7,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.059248554913294796,0.48475159862272504
334,36,3,4,1,2,2,4,4,11,1,16,3,13,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.3800578034682081,1.2338908017707821
335,57,1,4,4,3,7,3,2,11,0,15,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.30491329479768786,0.5098376783079194
336,40,10,4,4,4,9,3,3,13,1,10,3,7,7,0,0,1,0,0,0,0,0,1,0,0,1,0.5303468208092486,-0.6072306935563208
337,21,9,2,1,3,8,4,1,24,0,3,2,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0.1315028901734104,-0.5095917363502214
338,33,5,3,4,3,8,3,1,13,0,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,-0.6560693641618497,-0.4503197245450074
339,37,10,3,3,3,9,1,6,20,1,17,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.16907514450867053,-0.3025086079685194
340,46,7,4,3,3,6,3,2,14,0,7,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.4913294797687861,0.14166256763403837
341,41,4,3,1,3,2,2,1,18,0,8,3,8,7,1,0,0,1,0,0,0,0,0,1,1,0,-0.9552023121387283,1.149286768322676
342,50,10,3,4,2,7,4,6,15,0,20,3,4,3,0,0,0,0,0,0,1,0,0,1,1,0,0.34971098265895956,1.4299065420560748
343,40,22,2,3,2,2,3,2,12,2,8,3,6,4,1,0,0,1,0,0,0,0,1,0,0,1,-0.3309248554913295,0.4176094441711756
344,31,9,4,3,2,4,2,0,16,0,3,3,2,2,0,0,1,0,0,0,0,0,0,1,0,1,-0.5722543352601156,-0.49803246433841614
345,21,12,3,3,4,8,2,1,15,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-0.9364161849710982,-0.48352188883423514
346,29,23,3,4,3,4,4,9,16,0,6,3,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0.6921965317919075,-0.6101819970486965
347,35,9,4,3,2,7,2,9,19,0,10,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.0708092485549133,0.45696015740285295
348,27,1,2,4,3,9,2,1,11,1,5,3,5,2,0,0,0,0,1,0,0,1,0,0,1,0,0.9609826589595376,-0.21298573536645352
349,28,9,4,2,3,2,4,1,16,0,7,3,7,5,0,0,1,0,0,0,0,0,0,1,1,0,-0.7225433526011561,0.14043285784554846
350,49,7,3,2,2,7,3,8,24,0,26,3,5,2,0,0,0,0,0,1,0,0,0,1,1,0,0.6604046242774566,1.545253320216429
351,51,14,2,3,3,2,4,4,11,1,18,2,7,7,0,0,1,0,0,0,0,0,1,0,1,0,0.5404624277456648,0.06246925725528775
352,36,2,3,4,3,4,3,4,13,1,6,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.6864161849710982,-0.5260698475159862
353,34,19,3,1,4,2,4,8,13,0,9,2,5,2,1,0,0,1,0,0,0,0,0,1,0,1,0.8063583815028902,0.1529758976881456
354,55,2,3,3,3,1,4,2,13,0,30,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.7326589595375722,2.9456468273487455
355,24,10,4,4,3,2,3,1,12,1,5,4,5,2,0,0,0,1,0,0,0,1,0,0,0,1,0.819364161849711,-0.10378750614854894
356,30,2,1,3,3,8,2,1,18,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.869942196531792,-0.5425479586817511
357,26,3,1,3,3,4,1,0,22,0,7,3,6,4,1,0,0,0,0,0,1,0,0,1,1,0,-0.3309248554913295,-0.38858829316281357
358,22,11,3,1,3,4,2,1,13,1,2,3,2,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.796242774566474,-0.5996064928676832
359,36,2,2,2,2,2,3,1,13,2,10,3,10,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.9248554913294798,0.7166748647319232
360,30,4,3,3,3,4,4,9,23,0,3,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.4913294797687861,-0.5895228726020659
361,37,14,3,4,3,9,1,1,12,1,18,2,18,7,0,0,1,0,0,0,0,1,0,0,1,0,0.43786127167630057,-0.40531234628627644
362,40,2,2,4,3,2,2,7,12,2,8,3,5,4,0,0,0,1,0,0,0,1,0,0,1,0,-0.06502890173410404,0.25405804230201673
363,42,1,4,2,3,9,1,3,16,1,8,3,5,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.8713872832369942,-0.5179537629119528
364,37,10,4,3,3,6,2,2,12,0,18,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.7239884393063584,-0.11928184948352188
365,43,12,3,1,2,3,2,1,11,1,25,3,25,10,0,0,1,0,0,0,0,1,0,0,1,0,0.25722543352601157,2.3743236596163304
366,40,2,3,2,2,9,3,6,22,1,20,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.3598265895953757,-0.3034923757993114
367,34,4,4,3,3,2,3,9,15,1,6,3,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0.8338150289017341,0.45646827348745694
368,31,7,2,2,3,6,1,1,12,1,13,1,13,10,0,0,0,0,1,0,0,0,1,0,1,0,-0.4682080924855491,-0.09247417609444171
369,43,21,3,4,3,9,4,7,20,1,8,3,3,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.7095375722543352,-0.5961633054599115
370,43,8,4,3,3,7,3,4,14,0,8,3,5,2,0,0,0,0,0,1,0,1,0,0,0,1,0.9667630057803468,-0.039350713231677326
371,25,4,2,2,2,2,4,1,11,0,5,3,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0.12572254335260116,-0.047958681751106735
372,37,25,5,2,3,4,3,3,15,2,15,3,13,11,0,0,0,0,1,0,0,0,1,0,0,1,0.37427745664739887,-0.0573044761436301
373,31,1,2,4,2,9,1,1,12,1,4,3,4,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.6864161849710982,-0.6060009837678307
